Summary_Sentence,Country_A,Country_B,Country_Pair
"Laos – United States relations officially began when the United States opened a legation in Laos in 1950, when Laos was a semi-autonomous state within French Indochina.",Laos,United States,Laos_United States
 These relations were maintained after Lao independence in October 1953.,Laos,United States,Laos_United States
"China–Saudi Arabia relations (Chinese: 中沙关系, Arabic: العلاقات السعودية الصينية‎) refers to the current and historical bilateral relationship between the People's Republic of China and the Kingdom of Saudi Arabia.",China,Saudi Arabia,China_Saudi Arabia
"The first Sino-Saudi official meeting took place in Oman in November 1985,following several years of heightened contact between the two countries.",China,Saudi Arabia,China_Saudi Arabia
The two governments established official diplomatic relations in July 1990.,China,Saudi Arabia,China_Saudi Arabia
"Prior to the 1990s, bilateral relations between Saudi Arabia and the People's Republic of China (PRC) did not exist.",China,Saudi Arabia,China_Saudi Arabia
"In 1975, Saudi Arabia refused to recognize the PRC as a country, despite the PRC's desire to establish relations and acceptance of Saudi Arabian policies.",China,Saudi Arabia,China_Saudi Arabia
"It is said that ""oil is the backbone of the relationship"", while Saudi Arabia has long relied on China for arms sales, including weapons the former could not acquire from anywhere.",China,Saudi Arabia,China_Saudi Arabia
"At present, China and Saudi Arabia are close and strategic allies, with the relationship getting significantly warmer between the two.",China,Saudi Arabia,China_Saudi Arabia
"In a 2015 public opinion poll, 61.3% of Saudi Arabians expressed a favorable view of China, with 34.2% being very favorable, while only 28.5% were unfavorable.",China,Saudi Arabia,China_Saudi Arabia
"In recent years,  China and Saudi Arabia have been increasing cooperation in the energy and financial sectors, One Belt One Road Initiative, and has signed numerous deals across several areas.",China,Saudi Arabia,China_Saudi Arabia
"King Salman bin Abdulaziz Al Saud and Crown Prince Mohammad bin Salman also hinted that China could boost its diplomatic footprint in the Middle East, while stating that “Saudi Arabia is willing to work hard with China to promote global and regional peace, security and prosperity”.",China,Saudi Arabia,China_Saudi Arabia
"Both countries have established diplomatic relations on May 3, 1968.",Barbados,France,Barbados_France
Barbados is represented in France through its embassy in Brussels (Belgium).,Barbados,France,Barbados_France
"France is represented in Barbados through its embassy in Castries (Saint Lucia), led by  and an additional honorary consulate in Bridgetown.",Barbados,France,Barbados_France
"Both nations are members of the G-20 major economies, Organisation for Economic Co-operation and Development and the United Nations.",Germany,Mexico,Germany_Mexico
"China and Cameroon established bilateral relations on March 26, 1971.",Cameroon,China,Cameroon_China
Cameroon is an adherent to the One China Policy.,Cameroon,China,Cameroon_China
Lebanon–Syria relations were officially established in October 2008 when Syrian President Bashar Assad issued a decree to establish diplomatic relations with Lebanon for the first time since both countries gained independence from France in 1943 (Lebanon) and 1946 (Syria).,Lebanon,Syria,Lebanon_Syria
"Lebanon had traditionally been seen by Syria as part of Greater Syria: under the Ottoman Empire, Lebanon and Syria were included within one administrative entity.",Lebanon,Syria,Lebanon_Syria
"Following World War I, the League of Nations Mandate partitioned Ottoman Greater Syria under French control, eventually leading to the creation of nation-states Lebanon and Syria.",Lebanon,Syria,Lebanon_Syria
"Relations between the two countries had been strained, especially with the 29-year Syrian occupation of Lebanon, accusations of Syrian intervention within Lebanese politics before and after withdrawal of Syrian troops from Lebanon, and suspicions of Syria assassinating Lebanese political figures like former prime minister Rafic Hariri.",Lebanon,Syria,Lebanon_Syria
Syria officially recognized Lebanon's sovereignty in 2008.,Lebanon,Syria,Lebanon_Syria
"Australia–New Zealand relations, also referred to as Trans-Tasman relations (""relations across the Tasman Sea""), are extremely close and important.",Australia,New Zealand,Australia_New Zealand
"Both countries share a British colonial heritage as Antipodean Dominions and settler colonies, and both are part of the wider Anglosphere.",Australia,New Zealand,Australia_New Zealand
New Zealand sent representatives to the constitutional conventions which led to the uniting of the six Australian colonies but opted not to join.,Australia,New Zealand,Australia_New Zealand
"In the Boer War and in both world wars, New Zealand soldiers fought alongside Australian soldiers.",Australia,New Zealand,Australia_New Zealand
In recent years the Closer Economic Relations free trade agreement and its predecessors have inspired ever-converging economic integration.,Australia,New Zealand,Australia_New Zealand
"Despite some shared similarities, the cultures of Australia and New Zealand also have their own sets of differences and there are sometimes differences of opinion which some have declared as symptomatic of sibling rivalry.",Australia,New Zealand,Australia_New Zealand
This often centres upon sports and in commercio-economic tensions such as those arising from the failure of Ansett Australia and those engendered by the formerly long-standing Australian ban on New Zealand apple imports.,Australia,New Zealand,Australia_New Zealand
Both countries are Commonwealth realms sharing the British Monarch as Head of State in universal suffrage supported systems of Westminster representative parliamentary democracy within a constitutional monarchy.,Australia,New Zealand,Australia_New Zealand
Their only land border defines the western extent of the Ross Dependency and eastern extent of the Australian Antarctic Territory.,Australia,New Zealand,Australia_New Zealand
They acknowledge two distinct maritime boundaries conclusively delimited by the Australia–New Zealand Maritime Treaty of 2004.,Australia,New Zealand,Australia_New Zealand
"In 2017, a major poll conducted in Australia by the Lowy Institute for International Policy showed that New Zealand was considered Australia's ""best friend"", a position previously held by the United States.",Australia,New Zealand,Australia_New Zealand
Bilateral relations between the two countries have been maintained since 1989.,Belize,Taiwan,Belize_Taiwan
"The two countries maintain no formal diplomatic ties, although they maintain quiet trade, tourism and security contacts.",Indonesia,Israel,Indonesia_Israel
"In 2012, Indonesia spoke of upgrading relations with Israel and opening a consulate in Ramallah, but this agreement was never implemented.",Indonesia,Israel,Indonesia_Israel
"According to a 2017 BBC World Service Poll, 64% of Indonesians viewed Israel's influence negatively, compared to only 9% expressing a positive view.",Indonesia,Israel,Indonesia_Israel
"Some 30,000 Christian pilgrims from Indonesia visit Israel annually, spending an average of five days in the country.",Indonesia,Israel,Indonesia_Israel
 Relations between the two nations date back to the Middle Ages.,Hungary,Poland,Hungary_Poland
"The two Central European peoples have traditionally enjoyed a very close friendship, brotherhood and camaraderie rooted in a deep history of shared rulers, cultures, and faith.",Hungary,Poland,Hungary_Poland
Both countries commemorate their fraternal relationship on March 23.,Hungary,Poland,Hungary_Poland
