Summary,URL,Country_Pair
"Cape Verde–People's Republic of China relations refers to the current and historical relationship between the People's Republic of China and Cape Verde. The two states established bilateral relations in April 1976, shortly after Cape Verde gained independence from the Portuguese Empire. Cape Verde is an adherent to PR China's One China Policy. China maintained relations with Cape Verde throughout from 1970s to mid-1990s mainly to prevent the Republic of China (Taiwan) from gaining Cape Verde's international recognition through checkbook diplomacy. However, in the mid-1990s, a number of Chinese capitalists began investing in the island nation and relations grew during the 2000s as a result.",https://en.wikipedia.org/wiki/Cape_Verde%E2%80%93China_relations,Cape Verde–China relations
Cape Verde–United States relations are the international relations between Cape Verde and the United States.,https://en.wikipedia.org/wiki/Cape_Verde%E2%80%93United_States_relations,Cape Verde–United States relations
Brazil – Cape Verde relations refer to the bilateral relations between the Federative Republic of Brazil and the Republic of Cape Verde.,https://en.wikipedia.org/wiki/Brazil%E2%80%93Cape_Verde_relations,Brazil–Cape Verde relations
"France – Cape Verde relations refer to the bilateral relations between the French Republic and the Republic of Cape Verde.  In 2014, there were 405 French citizens, half of whom (201) are Cape Verdeans or with other nationality.  In 2001, there were 186 French citizens, there were over 200 in 2004 and over 300 in 2007.",https://en.wikipedia.org/wiki/Cape_Verde%E2%80%93France_relations,Cape Verde–France relations
"Cape Verde–Spain relations are the bilateral and diplomatic relations between these two countries. Cape Verde has an embassy in Madrid, a consulate general in Las Palmas de Gran Canaria and two consulates in Alicante and La Coruña. Spain has an embassy in Praia.",https://en.wikipedia.org/wiki/Cape_Verde%E2%80%93Spain_relations,Cape Verde–Spain relations
"Cape Verde–Guinea Bissau relations refers to the bilateral relationship between the Republic of Cape Verde (Cabo Verde) and the Republic of Guinea-Bissau. Cape Verde is an island country about 900 km north-west of Guinea-Bissau, a coastal West African country. Both were colonies of the Portuguese Empire and they campaigned together for independence with a plan for unification, but the countries separated after 1980.",https://en.wikipedia.org/wiki/Cape_Verde%E2%80%93Guinea-Bissau_relations,Cape Verde–Guinea-Bissau relations
"Angola–Cape Verde relations refers to the historical and current bilateral relationship between the Republic of Angola and the Republic of Cape Verde. Relations are based on their shared experiences as Portuguese colonies, both before, after and during the struggle for independence.
Domingos Pereira Magalhães is the ambassador of Cape Verde to Angola.",https://en.wikipedia.org/wiki/Angola%E2%80%93Cape_Verde_relations,Angola–Cape Verde relations
"Central African Republic–India relations refers to the international relations that exist between the Central African Republic (CAR) and India. The Embassy of India in Kinshasa, Democratic Republic of the Congo is concurrently accredited to CAR. India also maintains an Honorary Consulate General in Bangui. CAR has no diplomatic mission in India.",https://en.wikipedia.org/wiki/Central_African_Republic%E2%80%93India_relations,Central African Republic–India relations
Central African Republic–France relations are foreign relations between the Central African Republic (CAR) and France. Both nations are members of the Francophonie and the United Nations.,https://en.wikipedia.org/wiki/Central_African_Republic%E2%80%93France_relations,Central African Republic–France relations
"Central African Republic–People's Republic of China relations refer to the bilateral relations of the Central African Republic and the People's Republic of China. Diplomatic relations between the People's Republic of China and the Central African Republic were established on September 29, 1964 when the CAR's government severed diplomatic relations with the Republic of China (Taiwan). China's ambassador to the Central African Republic is Ma Fulin as of 2017.",https://en.wikipedia.org/wiki/Central_African_Republic%E2%80%93China_relations,Central African Republic–China relations
"Central African Republic–United States relations are the international relations between Central African Republic and the United States of America. The relations have generally been positive, although concerns over the pace of political and economic liberalization and human rights have affected the degree of support provided by the United States to the Central African Republic.",https://en.wikipedia.org/wiki/Central_African_Republic%E2%80%93United_States_relations,Central African Republic–United States relations
"Central African Republic–Spain relations are the bilateral and diplomatic relations between the Central African Republic (CAR) and Spain. The Central African Republic does not have embassy in Spain, however, its embassy in Paris is accredited to Spain, and maintains an honorary consulate in Madrid. Spain also does not have an embassy in the Central African Republic but its embassy in Cameroon is accredited to CAR.",https://en.wikipedia.org/wiki/Central_African_Republic%E2%80%93Spain_relations,Central African Republic–Spain relations
